,epsilon,initial_unfairness,acc,sex,age_25_45,age_25,age_45,priors_0,priors_1_3,priors_3,charge_deg_F,charge_deg_M
COMPAS_EO_Y0,0.32,-0.0902518683430969,0.6363636363636364,0.00404039529939712,0.00888888714990027,0.016161624970906008,0.02505049832081291,0.006464641264650073,0.02020202398828147,0.013737368923640081,0.01858585535353746,0.01858585535353746
COMPAS_EO_Y1,0.19,-0.05534970057304312,0.6363636363636364,0.0062373930605974515,0.0014393984100986024,0.005277795490901488,0.003838367480815036,0.012954557735348149,0.006717178428279513,0.019671706563640423,0.003838375553539053,0.003838375553539053
